Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
109488391393786,Dinesh Patiyal,Dinesh Patiyal,3178,13
367203836657399,Rajendra Singh Surpura,Rajendra Singh Surpura,3177,40
104241098881363,Dr Saravanan,sminfotech,3176,5
281363788391548,Berhampur Maage K. Anil Kumar,kosal patrika,3174,13
192766320859784,Dr. Virender Singh Chauhan,Dr. Virender Singh Chauhan,3164,26
283768545694445,Mehar Singh Chalia,Mehar Singh Chalia,3162,5
282820564919300,Architect of Amrit Path,Viral Desai,3159,2
2038673073088101,Mathiventhan4Rasipuram,Mathiventhan4Rasipuram,3157,5
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,These ads ran without a disclaimer,3156,5
672110036459874,Nikhil Nanda,Nikhil Nanda,3150,22
1039557042789139,BJP Dadra & Nagar Haveli,BJP Dadra & Nagar Haveli,3148,9
2189900934583123,Pithani Satyanarayana,Digital Wala Company,3148,27
113388695043037,Browse Daily tv,Browse Daily tv,3147,50
445621318807521,Chander Parkash Kathuria,Chander Parkash Kathuria,3146,36
190096264186769,News BITE,News Bite,3145,15
110873435424893,Bheem Setty Sreenivasulu,Bheem Setty Sreenivasulu,3144,18
219964054802262,Vijay Khetan BJP,Vijay Khetan BJP,3144,38
105343811139075,शर्मिला सिंह सभासद-अशोक कुमार सिंह “मुन्ना सिंह”,Shivaya Clinic & Hospital,3142,5
156362747570452,Modi - 20,Reach Digitally,3136,2
311436065375480,Sudhir Mungantiwar 4 Chandrapur,Optechs,3134,29
245648505301715,विष्णु मुरकुटे - शिवसेना,Zakkas Media,3133,2
1450629991853191,Arvind Gupta,Arvind Gupta,3129,28
358305317912749,योगी समर्थक,योगी समर्थक,3126,13
491280998066355,Baljinder Singh Tharvi,Baljinder Singh Tharvi,3124,30
103792439403462,Chander Mohan Singh,Chander Mohan Singh,3121,14
113793821677429,Alok Ahuja,Alok Ahuja,3116,9
665335126916343,Sushil Mengade,Sushil Mengade,3116,3
166164239923252,Rao Sukhbinder Singh,Sainfo Technologies,3115,17
109257752226616,Md Saeed Anwar,Md Saeed Anwar,3112,24
114194498423144,Vikas Sharma,Vikas Sharma,3111,1
264194773447578,BNI Eedhal,Aspirentech Business Solutions,3108,1
101821122938734,मामा का मध्य प्रदेश,मामा का मध्य प्रदेश,3107,2
580388939111705,Biswa Ranjan Mallick,Biswa Ranjan Mallick,3105,6
264897270036932,Pinipe Viswarup,Pinipe Viswarup,3103,14
330157313509214,Dheeraj Sharma,Digital Computer Classes,3100,4
667499140090145,AP TDP,AP TDP,3095,10
449590118516996,Sumer Singh Krishnia,Sumer Singh Krishnia,3094,8
113006294723835,Sanska Group,Dreams Infosoft Technology Pvt. Ltd.,3094,4
256976624175050,Daspalla Maguchi Raghav Mallick,odiatazakhabar,3090,12
160594343815092,Dr. Yathati Ramesh Babu,Clockwork Campaigns & Analytics,3088,4
564596877055438,Adinn Advertising Services Ltd,Adinn Advertising Services Ltd,3087,1
2171869049695728,Jyoti mirdha,Jyoti mirdha,3084,9
125685800623670,Ek Noor Neki Da Hospital Ludhiana,Ek Noor Neki Da Hospital Ludhiana,3083,9
102114728961243,Moon Kiss - thế giới cho mẹ và bé,These ads ran without a disclaimer,3078,40
1607734579349513,Adv. Sandeep Dattu Katke,Adv. Sandeep Dattu Katke,3078,7
288043144397245,Madhab Dhada,Madhab Dhada,3077,8
107598031938584,Mangilal Meghwal Khajuwala,Mangilal Meghwal Khajuwala,3072,3
110172324841527,Labun Hang Limboo,Labun Hang Limboo,3068,5
273193339207363,प्रतिक पर्व,प्रतिक पर्व,3066,7
107507277664486,Sharesnservices,These ads ran without a disclaimer,3065,1
100559025110117,બહુજન મુક્તિ પાર્ટી રાજકોટ,બહુજન મુક્તિ પાર્ટી રાજકોટ,3063,2
1534670246807346,Team Vikram Mahajan,Team Vikram Mahajan,3061,10
173638916330362,Deepti Rawat Bhardwaj,Deepti Rawat Bhardwaj,3057,2
307393775781211,मी परभणीकर मी समीर दुधगांवकर,Social Rajneeti,3054,1
176251283050914,Atul Pratap Singh,Atul Pratap Singh,3052,2
106346261092387,విద్యార్థుల రాజకీయ పార్టీ,విద్యార్థుల రాజకీయ పార్టీ,3052,6
104586143433172,Ashwin Pethani,Ashwin Pethani,3050,4
1426855280946310,We tv News,We tv News,3049,8
268114290336384,Brut India,These ads ran without a disclaimer,3046,1
273026669531320,BJP Jalgaon,BJP Jalgaon,3045,4
251981261325282,Worthy Lives Charitable Foundation,Worthy Lives Charitable Foundation,3044,1
103817669076216,Mirzapur News,Mirzapur News,3043,7
316793795543810,Naina Singh Chautala,Naina Singh Chautala,3043,2
634557827172928,Aacharya K R Manoj,Aacharya K R Manoj,3040,5
178501426436517,Raj Singh Jhala,Raj Singh Jhala,3040,9
1014491645608923,Sunil Singh Baghel सुनील सिंह बघेल,Sunil Singh Baghel सुनील सिंह बघेल,3039,4
112693113925482,कल्याण काळे FIX,कल्याण काळे FIX,3037,3
102897188475391,Dr. Bhaben Choudhury,Dr. Bhaben Choudhury,3033,33
104614501636421,Sunil Siddhartha,Sunil Siddhartha,3032,29
141404449825845,PurpleSynapz,These ads ran without a disclaimer,3030,1
111600671760782,Kuber Singh Gurjar,Kuber Singh Gurjar,3029,35
102381902743239,Sandeep Kumar,Sandeep Kumar,3028,12
231335606738021,Ramnath Singh Sikarwar,Ramnath Singh Sikarwar,3027,3
1609091815986292,Amit Shah Meisheri,Amit Shah Meisheri,3025,1
144889219555584,Bharat Samman,Bharat Samman,3021,11
309058655615135,D Rama Seshaiah,Hello Surendra Digital Ad agency,3017,4
250703174800844,Indian Election 2024 Badges,N.K. Merchandise,3016,6
112079280714716,Welde Engineering,These ads ran without a disclaimer,3014,1
449744971900623,Dr. Satish Singh Sikarwar,Dr. Satish Singh Sikarwar,3010,3
107704508755706,Breaking News Rajasthan,Breaking News Rajasthan,3010,3
103489528777403,Aaro Ananda,Aaro Ananda,3009,5
134042730300324,Rampurhat Assembly Congress রামপুরহাট বিধানসভা কংগ্রেস,Rampurhat Assembly Congress রামপুরহাট বিধানসভা কংগ্রেস,3009,13
100434984709542,Yo China,Yo China,3008,5
402421199882672,Ram Singh Charnim - राम सिंह चारणिम,Ram Singh Charnim - राम सिंह चारणिम,3008,3
123141924219725,Swapnil Arun Gaikwad,digital चावडी,3001,4
443237179086528,RashtrabaaN,RashtrabaaN,3000,2
361691194687436,Umesh Sharma,Umesh Sharma,3000,6
222575140940015,Garapati For Eluru,UnzipDigital,3000,1
106101722143346,Vibes of India ગુજરાતી,Vibes of India ગુજરાતી,3000,1
194345060435873,Pulse Keralam,Pulse Keralam,3000,2
106165935037728,Purvanchal Express,Purvanchal Express,3000,2
105549807526390,ಕಾಂಗ್ರೆಸ್ ಬೆಳಗಾವಿ ಲೋಕಸಭಾ ಕ್ಷೇತ್ರ,ಕಾಂಗ್ರೆಸ್ ಬೆಳಗಾವಿ ಲೋಕಸಭಾ ಕ್ಷೇತ್ರ,3000,1
109004718367833,Subasini Apa,Subasini Apa,3000,2
235364226328785,Team YSRCP - RCPM,Team YSRCP - RCPM,3000,1
249550201575902,Vision TV - RCPM,SPARJANS MEDIA HUB PVT LTD,3000,1
334544910807306,Kotamreddy Giridhar Reddy,Kotamreddy Giridhar Reddy,3000,1
105471482250795,Chowdhary Raja,Chowdhary Raja,3000,1
148229225031759,Jesuit Research and Development Society,Jesuit Research and Development Society,3000,1
553903394770691,கடம்பூர் ராஜூ கோவில்பட்டி MLA,கடம்பூர் ராஜூ கோவில்பட்டி MLA,3000,1
103361402550705,Rohit Gorkha Chetry,Rohit Gorkha Chetry,2998,4
741528099284221,Thakur Dalip Singh ji di Pehel,Thakur Dalip Singh ji di Pehel,2998,2
253781567826362,Vikaspurush Sudhir Mungantiwar,Optechs,2996,31
1665564100427429,EMIB,EMIB,2995,2
2221326987940563,RANI Kamboj,RANI Kamboj,2994,4
687323551712561,Teegala Anitha Reddy,Teegala Anitha Reddy,2992,26
1119913311504522,Jayant Raj Kushwaha,Jayant Raj Kushwaha,2991,3
107424222177083,BJP News,BJP News,2990,9
637699829976308,BJP Bagalkote,BJP Bagalkote,2989,5
111965161511585,Gramin T-10,Gramin T-10,2978,2
105823658920485,Elleen News,Elleen News,2973,6
244403125420380,Socialbee Ventures,Socialbee Ventures,2973,5
249232968277423,वीणा देवी समर्थक,ART Valley DigiTech,2972,7
285870617946352,Shri.Shrinath Soren,Dimension Digital Controlls Private Limited,2968,6
336876856165523,Sanjukta Singh,Edevlop,2968,2
198851246655753,Team Sachin Chaudhary Garh Mukteshwar,Image Vistar Solutions,2966,14
1918220331735499,Revolutionary,Revolutionary,2966,6
145460489340297,Khushboo Icecream,Khushboo Icecream,2966,2
111732627128917,Sanjay Kumar Das Burma,appzets,2964,22
112752325106922,Prateek Jain,Prateek Jain,2961,31
103008541358570,Girish R,Girish R,2960,4
107433517324208,Megamind-Election Campaign & Management Services,Megamind Infotech India Private Limited,2960,3
287793597740654,Turain Group,Turain Software Pvt. Ltd.,2959,5
719738048173965,Mukesh Gaur,Mukesh Gaur,2957,12
368954939972323,We Support BJP Sikkim,We Support BJP Sikkim,2957,3
1487436584895709,Celal Al,These ads ran without a disclaimer,2957,2
153192418171615,जनेऊँ क्रांति Janeu Kranti,जनेऊँ क्रांति Janeu Kranti,2955,3
108234781580956,Inderjeet Yadav,pryzm media,2953,18
971264999701629,Santosh Khatua,Santosh Khatua,2952,8
108465062169299,Vishal Singh Yadav,Vishal Singh Yadav,2949,12
108357304228072,News Gallery,News Gallery,2947,6
284638395427522,We Love BJD,We Love BJD,2945,7
111284168025468,Gaurav Kakkar,Gaurav Kakkar,2943,19
110563360637912,Syari constituency,Touchstone Infotech,2942,2
100155335950283,Naveen Gaur के साथी,Naveen Gaur के साथी,2941,11
116135710985482,HANSAL SINGH,HANSAL SINGH,2940,5
323153934753586,West Delhi Forward Bloc,West Delhi Forward Bloc,2940,1
100560489493422,Dr. Dhananjaya Sarji  ಜನಪರ - ಜೀವಪರ,ಜನಪರ - ಜೀವಪರ,2937,19
217013701502188,जवाहर कुमार झा - बाँका,जवाहर कुमार झा - बाँका,2936,8
188649165145127,S R Srinivas,Asthra Digi Tech,2936,13
1700340916730428,सिटी होम न्यूज़ City Home News,सिटी होम न्यूज़ City Home News,2933,13
1592771257661167,Samachar First,Samachar First,2933,15
100476039258715,ಧಾರವಾಡ ಲೋಕಸಭಾ ಕ್ಷೇತ್ರದ ಕಾಂಗ್ರೆಸ್ ಅಭ್ಯರ್ಥಿ ಶ್ರೀ ವಿನೋದ ಅಸೂಟಿ - ಯುವಪಡೆ,ಧಾರವಾಡ ಲೋಕಸಭಾ ಕ್ಷೇತ್ರದ ಕಾಂಗ್ರೆಸ್ ಅಭ್ಯರ್ಥಿ ಶ್ರೀ ವಿನೋದ ಅಸೂಟಿ - ಯುವಪಡೆ,2932,3
125193017169262,Radheshyam Pradhan,Radheshyam Pradhan,2932,2
116092991484288,अद्भुत हरियाणा,अद्भुत हरियाणा,2929,3
176998279370498,Tejinder Mehta,Tejinder Mehta,2929,1
255690804296698,No1 Kanchi,3 Monks Digital,2919,2
657548121053586,Saada Ludhiana,Saada Ludhiana,2913,1
1686014014763223,Priyanka Sharma,Priyanka Sharma,2910,17
501312639983943,Manish Jaiswal,Manish Jaiswal,2908,17
836445993379766,Ram Pratap Verma MLA,Ram Pratap Verma MLA,2906,23
108345503839214,Apna MP,Apna MP,2904,4
367197746798361,Narayan Medical College & Hospital,Narayan Medical College & Hospital,2902,4
102210735152956,मास्टर सतबीर रतेरा,मास्टर सतबीर रतेरा,2901,25
123307720875369,Vasu Dev Yadav,Vasu Dev Yadav,2900,25
108358398986441,Brandopedia,Brandopedia,2900,8
178425049020153,Ramniwas Ghorela,Ramniwas Ghorela,2899,4
197309113470376,Er Nitin Dhobi BJP Bharatpur,MediaTechTemple,2897,1
350498872086805,FII Institute,These ads ran without a disclaimer,2897,3
549191285189157,Social Offline,These ads ran without a disclaimer,2896,3
1879745165376429,D Sudhakar,D Sudhakar,2895,4
100700468739848,Sameer Bhoite,Sameer Bhoite,2894,1
1858704187787110,श्रीभगवत् गीता उपदेश,श्रीभगवत् गीता उपदेश,2894,8
1682707545303735,Jitendra Singh Yadav,Jitendra Singh Yadav,2893,14
264081203459276,Ramniwas Bansal,Ramniwas Bansal,2891,1
780571515345833,Ravibhau Kadus,Ravibhau Kadus,2889,7
311836735342128,Anugrah Narayan Singh - Khokha Singh,Samajwadi Party,2887,15
128034403547604,Digital Mojo,Digital Mojo,2886,1
670747249721617,LawSikho,These ads ran without a disclaimer,2885,4
256564048380008,Mansoor Ali Khan,Mansoor Ali Khan,2884,5
376023089231936,Dr. Rajpal kashyap,Dr. Rajpal kashyap,2878,33
106177831178569,Hem Singh Shekhawat,Hem Singh Shekhawat,2878,11
105137845409907,Mitrabhanu Mohapatra- Indian National Congress,Mitrabhanu Mohapatra- Indian National Congress,2878,13
109726794700162,Fox Aircomm Pvt Ltd,Fox Aircomm Pvt Ltd,2877,5
107507832150721,Nirmalya Chakraborty,Nirmalya Chakraborty,2877,6
103096594488587,Sonu Ajaj,Sonu Ajaj,2871,6
106901781497453,Karan Narendra Bakshi भाजपा देपालपुर इंदौर,Karan Narendra Bakshi भाजपा देपालपुर इंदौर,2868,32
101627176107642,Kapil Rajak Kp,Kapil Rajak,2867,10
168747891415,National Geographic India,These ads ran without a disclaimer,2867,4
111649441401308,Rakesh Yadav Fazilpur,Royal Digitech,2865,18
882485125216267,Khabar Odisha,Khabar Odisha,2865,5
108707541879418,Pravasi Sangh,Pravasi Sangh,2862,5
221335364394313,Puneet Goel Keshav,Amit Dhariwal,2861,90
155037002618,Tage Taki,Suryanetram,2861,7
135180180340322,Jitendra Verma,Jitendra Verma,2860,7
573235739466812,MLA Harpal Singh Cheema,MLA Harpal Singh Cheema,2859,3
112846081815387,Top Dream,These ads ran without a disclaimer,2857,6
100120296326962,अखिलेश शर्मा,Marketonic,2857,1
122094853676016135,Trophy Trivia,These ads ran without a disclaimer,2852,1
1929823443694918,Pardeep Lohan,Pardeep Lohan,2852,4
207579059999896,Shiv Kumar Bansal,Shiv Kumar Bansal,2850,21
104633612411419,Dr Samir Kagalkar,Dr Samir Kagalkar,2850,9
107297475528894,44.moles,These ads ran without a disclaimer,2850,2
105565704943164,Moon Swarnakar,Suryanetram,2847,59
993089020902180,Rithesh Reddy,Rithesh Reddy,2847,10
385303288239154,Raghuveer Singh Tanwar,Raghuveer Singh Tanwar,2847,18
108488510901096,Yogesh Verma,Yogesh Verma,2844,2
146434295218575,Vinayak Kshirsagar,Vinayak Kshirsagar,2843,16
101399262473218,MLA Office - Beypore Constituency.,MLA Office - Beypore Constituency.,2841,6
335294553964766,Asheesh Kumar Singh,Asheesh Kumar Singh,2841,2
107445335628621,Aman Mishra,Aman Mishra,2839,43
104351050960929,Fatty & Mza,These ads ran without a disclaimer,2838,1
172019863419222,Minku Jawandha,Minku Jawandha,2835,1
185624521923986,Sandeep Tanwar,Sandeep Tanwar,2835,5
529881643856534,Bhanuben Babariya,Bhanuben Babariya,2833,17
101328314869205,Atal Amrit Abhiyan Society,Atal Amrit Abhiyan Society,2829,3
102807161689283,Satya Sena Bharatavarsh,Satya Sena Bharatavarsh,2828,11
396160443850011,Vinayy Mishra,Vinayy Mishra,2828,13
1416829775296368,Prakash More - आपला माणूस आपला भाऊ,Prakash More - आपला माणूस आपला भाऊ,2823,6
302944049562104,Shalini Vivek Sahu,Political Gurukul,2823,24
104409349117985,SolarTech Renewable Energy Private Limited,These ads ran without a disclaimer,2821,13
100172736179891,Education Information 2023,These ads ran without a disclaimer,2821,4
315392164986756,Sachin Kanchhal,Codingclave Technologies,2820,11
113845853315022,Deepansh Khandelwal,Deepansh Khandelwal,2819,11
108015041443252,मीनाताई भड - पालघर लोकसभा उमेदवार,मीनाताई भड - पालघर लोकसभा उमेदवार,2814,4
401419066673564,moneyview.in,These ads ran without a disclaimer,2813,2
119980351100126,Jandhanyojna,These ads ran without a disclaimer,2812,2
159794740558605,Dk Chaitanya Offical,Dk Chaitanya Offical,2811,1
615440561843630,Pusp Jain,Bharat P. Talaisha,2811,8
235056549695286,Team Sachin Chaudhary Hasanpur,Image Vistar Solutions,2805,13
103732255831308,Lokmat Money,Lokmat Money,2804,4
404876316510784,Anup Shukla,Anup Shukla,2803,6
194487020564574,Johar Chhattisgarh,Johar Chhattisgarh,2800,1
311815002241807,Mallai Sathya,Smashwing Technologies Private Limited,2800,4
248373818352820,Naman Thakur ajsu,Naman Thakur ajsu,2799,4
276069022256082,Voice Of Jehanabad,Talkingly Media Private Limited,2798,1
100979628433430,Kamlesh Uniyal,Kamlesh Uniyal,2797,16
102599195635072,Apna Mama Ayega,Apna Mama Ayega,2797,3
216327561575133,Sandhya Anil Firojiya BJP,YD,2796,17
106815544270729,Pritpal singh pannu,Book My Promo,2794,4
420598314989224,Sampatiya Uikey,Sampatiya Uikey,2790,2
394236930766792,Arun Yadav,balakrishnan,2789,8
383889772346784,MR. KHAN ©,MR. KHAN ©,2788,1
404746486258732,Project Nanhi Kali,These ads ran without a disclaimer,2788,1
111284518244503,Dinesh Malik,Dinesh Malik,2785,3
110057054619013,News Gallery 2,News Gallery 2,2784,6
106071265339237,सौ पूजा दिपक भुजबळ ग्रामपंचायत सदस्य शिक्रापुर,सौ पूजा दिपक भुजबळ ग्रामपंचायत सदस्य शिक्रापुर,2782,7
255320121005276,JanaSena Polavaram,STAGIONE MEDIA LLP,2777,6
752973055075910,Visakhapatnam Political News,Visakhapatnam Political News,2777,6
104149467952,SMC Global,These ads ran without a disclaimer,2771,1
321668467691103,TDP Singarapuram,Hapticsad,2769,3
1908753696086217,Baburao Chigurupati,Baburao Chigurupati,2769,4
111229165009741,Kiasco online,Kiasco online,2768,2
861669137307512,PriyaTirupati,ManaTirupati - ManaAbhinay,2768,7
1526734690972343,A BDinesh,A BDinesh,2766,13
181903051669741,Sunny Malik,Sunny Malik,2766,2
111765571515490,Manish Narayan Chaurasia,Manish Narayan Chaurasia,2762,3
896094550590609,Girish Varma,Girish Varma,2759,18
428297750658532,Arjit Shashwat Choubey,Arjit Shashwat Choubey,2759,1
325239013997527,Sudhakara Reddy Eda,One Click,2758,25
100617825751591,Arun Singh - अरूण सिंह,Arun Singh - अरूण सिंह,2756,3
228618293678375,कोटा बूंदी का आशीर्वाद,The Social Prachar,2755,21
110480127114734,Sahayam,Sahayam,2753,21
860926660710243,Shankar Hiraman Mandekar,Prolifique Media,2752,3
242713852264854,Suresh Borah সুৰেশ বৰা,Suresh Borah সুৰেশ বৰা,2752,6
109068627682978,Divyanshu Mishra-Anshu,Divyanshu Mishra-Anshu,2752,18
100560931925716,Rising Odisha,Rising Odisha,2750,4
106827387354880,Bodh Raj Sikri,Pryzm Media,2749,18
108599772240233,Prathap Reddy Talapuru,Prathap Reddy Talapuru,2748,8
594299643960060,Excellence in the Community,These ads ran without a disclaimer,2747,1
937381766282897,Vinod Anna - Karimnagar,Vinod Anna - Karimnagar,2745,2
106570991958464,Dr G Anuhya Reddy,Dr G Anuhya Reddy,2736,4
201630293036885,लक्ष्मी गुर्जर,लक्ष्मी गुर्जर,2735,4
105608048991533,Sahityalok,Sahityalok,2735,7
103392272323887,पवन गुर्जर,पवन गुर्जर,2733,4
100696622444764,Nallapati Ramu,Nallapati Ramu,2732,50
416240752057811,Ashok Majumder,Ashok Majumder,2728,11
100966055726725,INC Hubli-Dharwad Indian National Congress Karnataka,INC Hubli-Dharwad Indian National Congress Karnataka,2727,4
102921546232542,Telugu Desam Party: Mantralayam,Telugu Desam Party,2727,6
108130167382121,Anjana Mahipal Yadav,Anjana Mahipal Yadav,2724,8
272470129286804,Kanchi Deserves Better MP,3 Monks Digital,2722,6
176624902993098,Balasaheb Murkute बाळासाहेब मुरकुटे,Balasaheb Murkute बाळासाहेब मुरकुटे,2720,3
259076193958966,मैं जालौन हूँ,Digiway EMedia Solutions Private Ltd,2716,18
203969276734974,BJP Haveri - ಬಿಜೆಪಿ ಹಾವೇರಿ,BJP Haveri - ಬಿಜೆಪಿ ಹಾವೇರಿ,2715,4
773803766048745,Poornima tiwari,Poornima tiwari,2714,4
317553622101956,ITDP Kuppam,ITDP Kuppam,2712,11
101713329189512,Khari Baat News,Khari Baat,2706,16
625398674458195,प्रतिज्ञा महेश उत्तुरे,प्रतिज्ञा महेश उत्तुरे,2705,2
271801679546976,Ghulam Ahmad Mir,Ghulam Ahmad Mir,2704,4
105139919296129,Asha Maurya MLA,Asha Maurya MLA,2704,7
191463054053065,Pen pencil ka job Ghar baithe kar sakte ho 15000 advance 30000 salary,These ads ran without a disclaimer,2704,1
103164341475537,মাধব ৰাজবংশিৰ শুভাকাংক্ষী,মাধব ৰাজবংশিৰ শুভাকাংক্ষী,2703,3
143116005709429,Mother,Mother,2702,2
292552860601224,Harekrushna for Puri,Harekrushna for Puri,2702,5
1817604004973516,फिरोजाबाद लोकसभा,फिरोजाबाद लोकसभा,2700,2
100855963102607,Maddipati Yuvasena,Maddipati Yuvasena,2700,2
411581785652009,Karamjit Singh Rintu,Karamjit Singh Rintu,2699,20
142980842235494,अमरा दिल्ली जएगा,अमरा दिल्ली जएगा,2697,37
204159529623747,Vasudev Devnani,Vasudev Devnani,2697,35
162489740276067,सुरेन्द्र कुमार बिश्नोई,सुरेन्द्र कुमार बिश्नोई,2695,5
270726352788274,D5 Health,D5 Channel,2695,2
108145145709671,रामलला के भक्त,रामलला के भक्त,2693,2
683827341777662,HSBC,These ads ran without a disclaimer,2691,8
1449783501993758,Anbu Kundadam,Anbu Kundadam,2687,25
110965654714167,KPTCL - ಕವಿಪ್ರನಿನಿ,KPTCL - ಕವಿಪ್ರನಿನಿ,2685,1
115938367200443,Harsh Ajmera - हर्ष अजमेरा,Harsh Ajmera - हर्ष अजमेरा,2684,7
260593213810297,Sangli Elections,Sangli Election,2683,7
156259057580626,భట్టి దళం Bhatti Dhalam,భట్టి దళం Bhatti Dhalam,2683,3
101848216270608,एक विचार भाजपा सरकार,All Axis Media,2682,2
106765291019732,Omprakash bijarnia netarwas BJP,Omprakash bijarnia netarwas BJP,2680,3
514910948596117,Omprakash Rajbhar,Omprakash Rajbhar,2680,7
276612225543520,Swatantra Dev Fans,Saffron Media Group,2680,1
764865110238987,Varinder Shah - Bulle Shah,Big Boys Consulting Private Limited,2678,2
103125628674152,Dushyant Raj Singh Chundawat Chittorgarh,Dushyant Raj Singh Chundawat Chittorgarh,2677,7
102528681766242,Satya Hunkar News,Satya Hunkar News,2676,38
910712378951472,Anand Paranjpe,Anand Paranjpe,2675,2
104521050914326,Baliram Siraskar,Baliram Siraskar,2675,9
239665756524975,Dr. Alok Kumar Suman,Dr. Alok Kumar Suman,2674,6
437736246329765,Anand Sagar,Anand Sagar,2673,12
100403354715589,Rajeev Kumar,Rajeev Kumar,2671,1
464627403574231,Chetan Singh Bragta,Chetan Singh Bragta,2670,9
101810851917422,Atul Agrawal,Atul Agrawal,2667,1
285902107945188,Ejya Yadav,Easy Social,2664,3
564210930595516,Pranab Prakash Das,Pranab Prakash Das,2663,2
816747015124769,Youth Express,Youth Express,2663,3
106379398894085,डिजीप्रचारक - डिजिटल प्रचार यंत्रणा,डिजीप्रचारक - डिजिटल प्रचार यंत्रणा,2662,1
959522767475275,Way2News తెలుగు / Telugu,These ads ran without a disclaimer,2662,1
102068925718399,Rakesh Sharma,Rakesh Sharma,2662,32
276723733065833,Unnati Social Foundation,Unnati Social Foundation,2654,2
369573043251487,Daawat The Finest,These ads ran without a disclaimer,2653,1
117741954907367,TeachingEnglish - British Council,These ads ran without a disclaimer,2652,1
312946905233458,Mohar Singh,individual,2652,16
105709512447993,Envirocare Foundation,Envirocare Foundation,2649,7
1511829065618821,Om Prakash Rai,Om Prakash Rai,2647,4
110687352112395,Goyal Bhatt,Goyal Bhatt,2647,18
103643226004293,Shree Krishan Kalanaur,Shree Krishan Kalanaur,2643,22
970237442999266,Shankar koranga,Unikudos Softwares,2640,9
245561911967546,जवाहर झा समर्थक - बाँका लोकसभा,Brandingdoor,2638,7
168230500193383,Manoj Singh Bhatti,Manoj Singh Bhatti,2638,29
237424036124478,Team Sachin Chaudhary Dhanora,Image Vistar Solutions,2634,19
1306927926101393,Ex Mayor Ramteerth Singhal,Ex Mayor Ramteerth Singhal,2634,8
110880648101367,Prahlad saini Bonli,Prahlad saini Bonli,2633,34
692941134057968,Dushyant Chautala,Dushyant Chautala,2631,2
1661165787443223,Shailendra singh Bisht,Shailendra singh Bisht,2628,30
145424885327906,Equity Analysis Group,These ads ran without a disclaimer,2627,1
444186395764203,विश्वजीत पाटील-उंडाळकर,विश्वजीत पाटील-उंडाळकर,2627,11
101430391860813,Ashwani Sharma Pare BJP,Ashwani Sharma Pare BJP,2627,3
102027071328575,Uday Bhanu Chib,Uday Bhanu Chib,2627,3
115414138167754,Virender Singh Yadav -हबलू नंबरदार,Virender Singh Yadav -हबलू नंबरदार,2627,24
311970955644323,अहीरवाल न्यूज,अहीरवाल न्यूज,2625,4
134564627154183,KUMAR RAJA ARMY,KUMAR RAJA ARMY,2624,15
233375829866857,Y. Venkatarama Reddy Gooty Followers,Code Collaborate,2623,5
1557078784533450,SNSMT,SNSMT,2614,14
114689798129717,Vinod Kumar Singh,Vinod Kumar Singh,2610,9
105141465337873,गर्व से कहो हम पाल समाज के लोग हैं,गर्व से कहो हम पाल समाज के लोग हैं,2609,4
238351452700303,Gobardanga'r Gorbo Mamata,Gobardanga'r Gorbo Mamata,2606,9
228214217346555,Brajendra Singh Bhojla,Brajendra Singh Bhojla,2604,15
106982987754816,Navin Kumar,Navin Kumar,2602,26
755236128175586,Thakur Sanjay Singh,Thakur Sanjay Singh,2601,30
121993976044793,कौस्तुभानंद भारत,कौस्तुभानंद भारत,2601,1
101011151640374,Jayceon Black,These ads ran without a disclaimer,2601,4
108735251602283,Srinivasa Reddy Reddeppagari,Srinivasa Reddy Reddeppagari,2599,10
772996986409453,मशहूद सबीहा अंसारी,digitalprachar,2598,21
297229797104524,Nishank Tripathi BJP,Nishank Tripathi BJP,2595,16
103464655484352,Narendra Singh Yadav,Narendra Singh Yadav,2595,9
100539302193429,भाजपा भरतपुर,Jaipur Digital Media,2594,9
835855713106275,Nauman Murtaza,Nauman Murtaza,2593,4
2267631083491838,Kotapati Janardhana Rao,Kotapati Janardhana Rao,2592,4
109606618853749,𝐒𝐢𝐤𝐤𝐢𝐦 𝐂𝐢𝐭𝐢𝐳𝐞𝐧 𝐍𝐞𝐰𝐬,𝐒𝐢𝐤𝐤𝐢𝐦 𝐂𝐢𝐭𝐢𝐳𝐞𝐧 𝐍𝐞𝐰𝐬,2591,4
241948435671302,Pemmasani Forever,Godavari Abroad,2591,5
102332547851455,Sanjay Seth,Sanjay Seth,2591,13
110389452013856,Shailesh Trivedi Fan Club,The VoloPV,2590,6
107187802487383,Jayashri Sunil Mahajan,Mrudang India,2587,5
742809809171262,Kapil Dev Aggarwal,Kapil Dev Aggarwal,2585,4
657268978053287,"DC Ganderbal, J&K","DC Ganderbal, J&K",2584,5
285730891281249,__king___0029,These ads ran without a disclaimer,2584,1
103666492447858,Rohilkhand Cancer Institute,Digital Nexus Media Pvt. Ltd.,2582,2
142270421902,ITRI Taiwan,These ads ran without a disclaimer,2581,1
457739581061552,लवलीन टुटेजा लवली आम आदमी पार्टी हरियाणा,लवलीन टुटेजा लवली आम आदमी पार्टी हरियाणा,2578,22
145554128849446,Chintala Ramachandra Reddy,Chintala Ramachandra Reddy,2576,16
852323108129212,J&K PDP URI,J&K PDP URI,2575,6
1850402531956182,Everything भारतीय,Everything भारतीय,2571,8
100309122339189,MD Kalam,MD Kalam,2571,3
