,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
76,Hookah Bar,"Himesh Reshammiya, Vineet Singh, Aaman Trikha",Khiladi 786,5BoZm7cUUN5BpcXrNk1Z0v,4AoQVhME8Ko6LNm4lV2wwQ,70,2012-10-30,254351,False,https://open.spotify.com/track/4AoQVhME8Ko6LNm4lV2wwQ,0.73,0.656,11,-5.07,1,0.0294,0.00797,0.00271,0.108,0.743,131.04
77,,,,5Pn4u5kYgcx8cjSmeY6aFu,5raWEZXYAapq6Qw1GIEIkU,0,0000,226502,False,https://open.spotify.com/track/5raWEZXYAapq6Qw1GIEIkU,0.834,0.788,6,-7.294,0,0.213,0.359,0.27,0.396,0.705,130.032
78,Aankhon Aankhon,Yo Yo Honey Singh,Bhaag Johnny,64ibky4YSK0zcsEhMalO7c,78PDj0uocOvtSJCdOt65qy,58,2015-08-24,244831,False,https://open.spotify.com/track/78PDj0uocOvtSJCdOt65qy,0.746,0.988,10,-4.565,0,0.0637,0.29,0.00218,0.131,0.61,130.042
79,"Sheher Ki Ladki (From ""Khandaani Shafakhana"")","Badshah, Tulsi Kumar, Abhijeet, Chandra Dixit",Mesmeric Voice - Tulsi Kumar,4ImAT6aKzDUu41c3cetBOE,6qajA2wXvAI4HMey8b1JVK,48,2019-08-16,172965,False,https://open.spotify.com/track/6qajA2wXvAI4HMey8b1JVK,0.85,0.984,9,-0.649,1,0.166,0.0872,0.0,0.0535,0.814,100.028
80,Vele,"Vishal-Shekhar, Vishal Dadlani, Shekhar Ravjiani",Student of the Year (Original Motion Picture Soundtrack),1Q9pYTcpVfz0eJTZZczELy,31phvnfUfwzi0nf3dO814j,64,2012-08-31,230547,False,https://open.spotify.com/track/31phvnfUfwzi0nf3dO814j,0.833,0.754,2,-7.555,1,0.0513,0.0166,0.0,0.246,0.65,108.001
81,"Abhi Toh Party Shuru Hui Hai (From ""Khoobsurat"")","Badshah, Aastha",Badshah Party Hits,110clEeXAiACmSXM78nK0h,51ZN0MyxxJ0VmCN2Hlscfw,56,2020-05-25,179912,False,https://open.spotify.com/track/51ZN0MyxxJ0VmCN2Hlscfw,0.806,0.815,3,-5.373,0,0.0599,0.0081,2.35e-05,0.586,0.678,129.998
82,Aa Toh Sahi,"Meet Bros., Neha Kakkar, Roach Killa",Best Of Neha Kakkar 2017,3ae6eDfm13dkscZKiPdTqY,7rF4dZl3UAzfkUWxXrDzRk,52,2017-12-28,221277,False,https://open.spotify.com/track/7rF4dZl3UAzfkUWxXrDzRk,0.737,0.843,8,-3.309,1,0.0591,0.0679,0.0,0.139,0.679,97.061
83,"Laung Laachi Title Track (From ""Laung Laachi"")","Mannat Noor, Gurmeet Singh","Laung Laachi Title Track (From ""Laung Laachi"")",396twavEqFLIB2wPhSOVsl,31EqumBCMNGK3kt1sSL4gV,50,2018-02-22,160636,False,https://open.spotify.com/track/31EqumBCMNGK3kt1sSL4gV,0.714,0.818,0,-2.666,1,0.0416,0.502,0.0,0.133,0.742,97.999
84,Mercy (DJ Chetas Remix),"Badshah, Dj Chetas",Mercy (DJ Chetas Remix),4p53ZLtnfdcg3rKYfcHZtX,6NO67YOpd8y7IiCT7G606w,34,2017-07-21,192006,False,https://open.spotify.com/track/6NO67YOpd8y7IiCT7G606w,0.777,0.882,11,-5.526,0,0.0875,0.0496,0.000128,0.352,0.62,100.014
85,"Nachle Na (From ""Dil Juunglee"")","Guru Randhawa, Neeti Mohan",High Rated Gabru - Guru Randhawa,6EDbwGsQNQRLf73c7QwZ2f,3jRRXK3Vx0cDsLASHkRIxW,42,2019-03-02,220799,False,https://open.spotify.com/track/3jRRXK3Vx0cDsLASHkRIxW,0.839,0.741,9,-4.223,0,0.125,0.0476,0.0,0.0527,0.532,98.046
86,Daddy Mummy,"Devi Sri Prasad, M.M.Manasi",Bhaag Johnny,64ibky4YSK0zcsEhMalO7c,1R4RQCBKV9kHjZG7Jp00kn,50,2015-08-24,265970,False,https://open.spotify.com/track/1R4RQCBKV9kHjZG7Jp00kn,0.912,0.782,5,-5.95,0,0.0785,0.109,0.000193,0.0632,0.769,132.009
87,Sawan Mein Lag Gayi Aag,"Mika Singh, Payal Dev, Neha Kakkar, Badshah",Ginny Weds Sunny (Original Motion Picture Soundtrack),0uV4f6bZkuwb6BW1dZ3EPC,6oloWgrErtc8dG2WiV55gn,59,2020-09-28,226615,False,https://open.spotify.com/track/6oloWgrErtc8dG2WiV55gn,0.792,0.813,0,-3.687,1,0.0513,0.388,2.29e-05,0.0541,0.868,130.058
88,Pyaar Do Pyaar Lo,"Pritam, Mika Singh",Thank You,3xO0FdyFQVLFDc7fCfnUPR,436U9qhMOIoVeA7FJMWC5C,40,2011-03-03,313500,False,https://open.spotify.com/track/436U9qhMOIoVeA7FJMWC5C,0.604,0.932,1,-3.996,0,0.34,0.173,0.0,0.0869,0.316,136.311
89,Gaddi Neevi,"Singhsta, Yo Yo Honey Singh",Gaddi Neevi,6G9jv5W1KXcCSRs2Qcl5kO,4Kib0pDIUzP5iPzOSXHutf,34,2021-12-16,168133,False,https://open.spotify.com/track/4Kib0pDIUzP5iPzOSXHutf,0.804,0.651,9,-5.967,1,0.0601,0.182,0.0,0.0695,0.371,146.043
90,Urvashi,Yo Yo Honey Singh,Urvashi,7gXEynlmX5QMPN4ZgyxMso,342pJxy678kgQrZXCL9RG7,60,2018-09-28,215483,False,https://open.spotify.com/track/342pJxy678kgQrZXCL9RG7,0.792,0.703,0,-4.343,1,0.0368,0.195,0.0,0.072,0.634,105.995
91,,,,6FfNmnl6x2AURdIRKJj925,7yn0E97MoGLBaW8mqIwqNr,0,0000,274701,False,https://open.spotify.com/track/7yn0E97MoGLBaW8mqIwqNr,0.909,0.906,1,-3.701,1,0.206,0.09,1.25e-05,0.287,0.625,121.996
92,She Move It Like,Badshah,ONE (Original Never Ends),1g1jWkfmIQPBwbUBc7VxTw,39vrbjCMTRXEdiIr2IsBgd,63,2018-08-17,181765,False,https://open.spotify.com/track/39vrbjCMTRXEdiIr2IsBgd,0.832,0.477,0,-6.949,1,0.0481,0.00725,6.47e-05,0.205,0.844,101.997
93,Jaguar,Sukh-E Muzical Doctorz,Jaguar,6flUDdEnMfEv3QF7aAnJdq,72IW4kA3JjfTxLhYvreSPc,60,2015-01-28,166996,False,https://open.spotify.com/track/72IW4kA3JjfTxLhYvreSPc,0.682,0.667,9,-7.53,0,0.229,0.505,0.0,0.204,0.764,89.936
94,"Makhna (From ""Makhna"")","Yo Yo Honey Singh, Neha Kakkar, Singhsta, Pinaki, Sean, Allistair",Super Hits Of Yo Yo Honey Singh,3QiwVIciEpzLwgHUugRvP5,1IInNAVdueQgjrtVsPZEkW,50,2020-05-25,191762,False,https://open.spotify.com/track/1IInNAVdueQgjrtVsPZEkW,0.846,0.739,11,-3.838,0,0.171,0.0385,2.24e-05,0.0929,0.259,104.984
95,,,,2jw92hf4mnISbYywvU3Anj,3OZr3vo7SmYpn5XqeQEAOM,0,0000,203207,False,https://open.spotify.com/track/3OZr3vo7SmYpn5XqeQEAOM,0.614,0.842,6,-4.109,1,0.0745,0.00814,1.33e-05,0.212,0.915,156.051
96,Move Your Lakk,"Diljit Dosanjh, Badshah, Sonakshi Sinha",Move Your Lakk,0V06TMGQQQkvKxNmFlKyEj,3aYMKdSitJeHUCZO8Wt6fw,51,2017-03-29,194568,False,https://open.spotify.com/track/3aYMKdSitJeHUCZO8Wt6fw,0.764,0.816,2,-5.595,1,0.148,0.0379,0.000153,0.123,0.744,99.992
97,"Patola (From ""Blackmail"")","Guru Randhawa, Preet Hundal","Patola (From ""Blackmail"")",2XAAIDEpPb57NsKgAHLGVQ,17LZzRCY0iFWlDDuAG7BlM,57,2018-03-05,184410,False,https://open.spotify.com/track/17LZzRCY0iFWlDDuAG7BlM,0.665,0.901,3,-2.719,0,0.0508,0.126,0.0,0.0692,0.914,87.998
98,"Ban Ja Rani (From ""Tumhari Sulu"")",Guru Randhawa,High Rated Gabru - Guru Randhawa,6EDbwGsQNQRLf73c7QwZ2f,7cQtGVoPCK9DlspeYjdHOA,60,2019-03-02,225938,False,https://open.spotify.com/track/7cQtGVoPCK9DlspeYjdHOA,0.813,0.692,9,-4.718,0,0.0577,0.206,0.0,0.124,0.487,102.015
99,"Hauli Hauli (From ""De De Pyaar De"")","Garry Sandhu, Neha Kakkar, Mellow D",Dance Syndrome,6e1XB070vlPaxGDAsi8AF6,4XyKoSEWrkQjI4AekJYWNx,39,2019-09-03,209393,False,https://open.spotify.com/track/4XyKoSEWrkQjI4AekJYWNx,0.705,0.982,1,-3.376,1,0.0788,0.0212,3.18e-05,0.337,0.571,94.99
